customerName,otherExpenses,category,paymentMethod,status,totalAmount,notes,quantity,unitPrice,reportDate,productName,orderNumber,salesRegion,deliveryStatus
Wholesale Client,5.79,Engine system,Cash,Completed,144.85,Automated migration,1,144.85,2023-01-12,Oil Filter,ORD930340,Central,Pending
Wholesale Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,186.91,2023-01-12,Oil Filter,ORD930341,Central,Delivered
Wholesale Client,7.55,Engine system,Maya,Completed,214.08,Automated migration,1,214.08,2023-01-12,Oil Filter,ORD930342,East,Returned
Wholesale Client,0.0,Engine system,Check,Completed,0.0,Automated migration,0,165.53,2023-01-12,Oil Filter,ORD930343,South,Returned
Retail Client,7.11,Engine system,Bank Transfer,Completed,154.23,Automated migration,1,154.23,2023-01-12,Oil Filter,ORD930344,North,Cancelled
Retail Client,143.94,Suspension & traction,Cash,Completed,2504.28,Automated migration,1,2504.28,2023-01-12,Shock Absorber,ORD930436,North,Delivered
Retail Client,0.0,Suspension & traction,Cash,Completed,0.0,Automated migration,0,3118.91,2023-01-12,Shock Absorber,ORD930437,East,Pending
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,10808.33,2023-01-12,Starter Motor,ORD930485,North,Pending
Wholesale Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,10207.33,2023-01-12,Starter Motor,ORD930486,Central,Returned
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,9109.6,2023-01-12,Starter Motor,ORD930487,North,Delivered
Retail Client,0.0,Drivetrain,Bank Transfer,Completed,0.0,Automated migration,0,2756.29,2023-01-12,Wheel Bearing,ORD930519,North,Pending
Wholesale Client,14.67,Engine system,GCash,Completed,274.06,Automated migration,1,274.06,2023-01-13,Air Filter,ORD930024,West,Delivered
Retail Client,41.03,Engine system,Maya,Completed,608.04,Automated migration,2,304.02,2023-01-13,Air Filter,ORD930025,East,Pending
Retail Client,21.69,Engine system,Bank Transfer,Completed,283.98,Automated migration,1,283.98,2023-01-13,Air Filter,ORD930026,East,Pending
Wholesale Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,10375.01,2023-01-13,Alternator,ORD930075,Central,Pending
Wholesale Client,0.0,Braking system,GCash,Completed,0.0,Automated migration,0,1080.25,2023-01-13,Brake Pads,ORD930141,Central,Returned
Wholesale Client,0.0,Braking system,Check,Completed,0.0,Automated migration,0,1246.83,2023-01-13,Brake Pads,ORD930142,Central,Delivered
Retail Client,85.85,Braking system,Cash,Completed,1096.74,Automated migration,1,1096.74,2023-01-13,Brake Pads,ORD930143,East,Cancelled
Wholesale Client,81.12,Braking system,Cash,Completed,1526.51,Automated migration,1,1526.51,2023-01-13,Brake Pads,ORD930144,South,Delivered
Retail Client,1101.32,Exhaust system,GCash,Completed,18141.3,Automated migration,1,18141.3,2023-01-13,Catalytic Converter,ORD930213,North,Delivered
Retail Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,19370.55,2023-01-13,ECU Module,ORD930246,West,Pending
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,21941.55,2023-01-13,ECU Module,ORD930247,West,Pending
Wholesale Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,22411.12,2023-01-13,ECU Module,ORD930248,South,Returned
Wholesale Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,25592.21,2023-01-13,ECU Module,ORD930249,East,Pending
Retail Client,21.6,Engine system,Maya,Completed,246.62,Automated migration,1,246.62,2023-01-13,Oil Filter,ORD930345,West,Cancelled
Retail Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,145.53,2023-01-13,Oil Filter,ORD930346,East,Returned
Wholesale Client,17.41,Engine system,Check,Completed,209.25,Automated migration,1,209.25,2023-01-13,Oil Filter,ORD930347,South,Returned
Retail Client,6.54,Engine system,Maya,Completed,143.75,Automated migration,1,143.75,2023-01-13,Oil Filter,ORD930348,South,Returned
Retail Client,14.91,Engine system,Maya,Completed,192.4,Automated migration,1,192.4,2023-01-13,Oil Filter,ORD930349,West,Pending
Wholesale Client,16.13,Engine system,Bank Transfer,Completed,172.21,Automated migration,1,172.21,2023-01-13,Oil Filter,ORD930350,West,Returned
Wholesale Client,15.58,Engine system,Cash,Completed,173.61,Automated migration,1,173.61,2023-01-13,Oil Filter,ORD930351,West,Cancelled
Retail Client,19.11,Engine system,GCash,Completed,253.85,Automated migration,1,253.85,2023-01-13,Oil Filter,ORD930352,Central,Delivered
Wholesale Client,195.01,Drivetrain,Maya,Completed,2625.45,Automated migration,1,2625.45,2023-01-13,Wheel Bearing,ORD930520,South,Delivered
Wholesale Client,301.7,Drivetrain,Bank Transfer,Completed,7229.04,Automated migration,4,1807.26,2023-01-13,Wheel Bearing,ORD930521,East,Pending
Wholesale Client,136.96,Drivetrain,Maya,Completed,1966.19,Automated migration,1,1966.19,2023-01-13,Wheel Bearing,ORD930522,East,Returned
Wholesale Client,17.25,Engine system,Bank Transfer,Completed,259.01,Automated migration,1,259.01,2023-01-14,Air Filter,ORD930027,South,Returned
Wholesale Client,14.33,Engine system,GCash,Completed,261.53,Automated migration,1,261.53,2023-01-14,Air Filter,ORD930028,East,Pending
Retail Client,28.41,Engine system,Cash,Completed,342.21,Automated migration,1,342.21,2023-01-14,Air Filter,ORD930029,West,Pending
Wholesale Client,130.23,Engine system,Maya,Completed,1403.82,Automated migration,6,233.97,2023-01-14,Air Filter,ORD930030,Central,Delivered
Wholesale Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,11430.0,2023-01-14,Alternator,ORD930076,West,Returned
Retail Client,0.0,Braking system,Bank Transfer,Completed,0.0,Automated migration,0,1324.62,2023-01-14,Brake Pads,ORD930145,South,Returned
Wholesale Client,0.0,Braking system,Cash,Completed,0.0,Automated migration,0,1189.07,2023-01-14,Brake Pads,ORD930146,West,Returned
Wholesale Client,578.48,Exhaust system,Bank Transfer,Completed,12635.97,Automated migration,1,12635.97,2023-01-14,Catalytic Converter,ORD930214,Central,Returned
Retail Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,191.49,2023-01-14,Oil Filter,ORD930353,West,Returned
Retail Client,175.5,Suspension & traction,GCash,Completed,2865.14,Automated migration,1,2865.14,2023-01-14,Shock Absorber,ORD930438,South,Returned
Retail Client,197.0,Suspension & traction,GCash,Completed,2893.09,Automated migration,1,2893.09,2023-01-14,Shock Absorber,ORD930439,North,Cancelled
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,6597.75,2023-01-14,Starter Motor,ORD930488,Central,Returned
Retail Client,179.33,Drivetrain,Bank Transfer,Completed,2598.13,Automated migration,1,2598.13,2023-01-14,Wheel Bearing,ORD930523,South,Delivered
Retail Client,0.0,Drivetrain,GCash,Completed,0.0,Automated migration,0,2142.05,2023-01-14,Wheel Bearing,ORD930524,West,Returned
Retail Client,0.0,Braking system,Bank Transfer,Completed,0.0,Automated migration,0,1220.35,2023-01-15,Brake Pads,ORD930147,Central,Returned
Wholesale Client,6905.89,Exhaust system,GCash,Completed,77392.92,Automated migration,4,19348.23,2023-01-15,Catalytic Converter,ORD930215,North,Pending
Retail Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,17261.65,2023-01-15,ECU Module,ORD930250,North,Pending
Retail Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,229.11,2023-01-15,Oil Filter,ORD930354,East,Pending
Retail Client,10.87,Engine system,Check,Completed,151.57,Automated migration,1,151.57,2023-01-15,Oil Filter,ORD930355,West,Delivered
Wholesale Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,194.05,2023-01-15,Oil Filter,ORD930356,North,Pending
Retail Client,12.09,Engine system,Cash,Completed,152.61,Automated migration,1,152.61,2023-01-15,Oil Filter,ORD930357,East,Pending
Retail Client,0.0,Engine system,GCash,Completed,0.0,Automated migration,0,207.23,2023-01-15,Oil Filter,ORD930358,North,Pending
Retail Client,15.0,Engine system,Bank Transfer,Completed,166.04,Automated migration,1,166.04,2023-01-15,Oil Filter,ORD930359,Central,Delivered
Wholesale Client,18.34,Engine system,Maya,Completed,239.44,Automated migration,1,239.44,2023-01-15,Oil Filter,ORD930360,Central,Returned
Retail Client,271.74,Suspension & traction,Check,Completed,3212.16,Automated migration,1,3212.16,2023-01-15,Shock Absorber,ORD930440,East,Returned
Wholesale Client,331.32,Suspension & traction,Cash,Completed,3791.94,Automated migration,1,3791.94,2023-01-15,Shock Absorber,ORD930441,North,Pending
Retail Client,238.0,Suspension & traction,Cash,Completed,2836.45,Automated migration,1,2836.45,2023-01-15,Shock Absorber,ORD930442,Central,Delivered
Retail Client,286.2,Suspension & traction,GCash,Completed,6460.06,Automated migration,2,3230.03,2023-01-15,Shock Absorber,ORD930443,East,Delivered
Retail Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,7029.41,2023-01-15,Starter Motor,ORD930489,West,Pending
Retail Client,0.0,Drivetrain,Check,Completed,0.0,Automated migration,0,2099.2,2023-01-15,Wheel Bearing,ORD930525,East,Cancelled
Retail Client,129.05,Drivetrain,Bank Transfer,Completed,2532.87,Automated migration,1,2532.87,2023-01-15,Wheel Bearing,ORD930526,South,Cancelled
Wholesale Client,196.12,Drivetrain,Check,Completed,2883.26,Automated migration,1,2883.26,2023-01-15,Wheel Bearing,ORD930527,South,Cancelled
Retail Client,181.04,Drivetrain,GCash,Completed,2172.46,Automated migration,1,2172.46,2023-01-15,Wheel Bearing,ORD930528,Central,Cancelled
Wholesale Client,0.0,Engine system,Check,Completed,0.0,Automated migration,0,313.17,2023-01-16,Air Filter,ORD930031,North,Pending
Retail Client,24.58,Engine system,Bank Transfer,Completed,317.53,Automated migration,1,317.53,2023-01-16,Air Filter,ORD930032,West,Pending
Retail Client,24.39,Engine system,Cash,Completed,279.14,Automated migration,1,279.14,2023-01-16,Air Filter,ORD930033,North,Pending
Retail Client,843.74,Electrical system,GCash,Completed,9435.66,Automated migration,1,9435.66,2023-01-16,Alternator,ORD930077,North,Delivered
Wholesale Client,0.0,Braking system,Bank Transfer,Completed,0.0,Automated migration,0,1123.12,2023-01-16,Brake Pads,ORD930148,East,Cancelled
Wholesale Client,0.0,Braking system,Check,Completed,0.0,Automated migration,0,1117.32,2023-01-16,Brake Pads,ORD930149,Central,Delivered
Wholesale Client,0.0,Braking system,Check,Completed,0.0,Automated migration,0,1010.46,2023-01-16,Brake Pads,ORD930150,South,Cancelled
Wholesale Client,1303.5,Exhaust system,Bank Transfer,Completed,14295.5,Automated migration,1,14295.5,2023-01-16,Catalytic Converter,ORD930216,Central,Delivered
Wholesale Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,24695.03,2023-01-16,ECU Module,ORD930251,East,Returned
Retail Client,13.6,Engine system,Maya,Completed,176.57,Automated migration,1,176.57,2023-01-16,Oil Filter,ORD930361,South,Pending
Wholesale Client,5.48,Engine system,Cash,Completed,153.46,Automated migration,1,153.46,2023-01-16,Oil Filter,ORD930362,West,Cancelled
Retail Client,16.65,Engine system,GCash,Completed,183.05,Automated migration,1,183.05,2023-01-16,Oil Filter,ORD930363,North,Pending
Retail Client,8.86,Engine system,Bank Transfer,Completed,150.88,Automated migration,1,150.88,2023-01-16,Oil Filter,ORD930364,West,Pending
Wholesale Client,0.0,Suspension & traction,GCash,Completed,0.0,Automated migration,0,3925.84,2023-01-16,Shock Absorber,ORD930444,South,Delivered
Wholesale Client,0.0,Suspension & traction,Check,Completed,0.0,Automated migration,0,3998.79,2023-01-16,Shock Absorber,ORD930445,South,Returned
Retail Client,189.02,Suspension & traction,Bank Transfer,Completed,2482.96,Automated migration,1,2482.96,2023-01-16,Shock Absorber,ORD930446,North,Returned
Wholesale Client,226.06,Drivetrain,Bank Transfer,Completed,2498.64,Automated migration,1,2498.64,2023-01-16,Wheel Bearing,ORD930529,West,Delivered
Retail Client,124.66,Drivetrain,Cash,Completed,2685.8,Automated migration,1,2685.8,2023-01-16,Wheel Bearing,ORD930530,South,Pending
Retail Client,0.0,Drivetrain,Check,Completed,0.0,Automated migration,0,1699.73,2023-01-16,Wheel Bearing,ORD930531,East,Cancelled
Wholesale Client,0.0,Engine system,Bank Transfer,Completed,0.0,Automated migration,0,337.81,2023-01-17,Air Filter,ORD930034,East,Delivered
Wholesale Client,1071.88,Electrical system,Check,Completed,11612.81,Automated migration,1,11612.81,2023-01-17,Alternator,ORD930078,East,Returned
Wholesale Client,57.4,Braking system,Cash,Completed,1148.45,Automated migration,1,1148.45,2023-01-17,Brake Pads,ORD930151,North,Returned
Wholesale Client,0.0,Braking system,Cash,Completed,0.0,Automated migration,0,1031.95,2023-01-17,Brake Pads,ORD930152,Central,Delivered
Retail Client,0.0,Braking system,Cash,Completed,0.0,Automated migration,0,1442.91,2023-01-17,Brake Pads,ORD930153,South,Returned
Wholesale Client,0.0,Braking system,Bank Transfer,Completed,0.0,Automated migration,0,1573.21,2023-01-17,Brake Pads,ORD930154,Central,Cancelled
Wholesale Client,702.41,Exhaust system,GCash,Completed,16603.76,Automated migration,1,16603.76,2023-01-17,Catalytic Converter,ORD930217,South,Cancelled
Retail Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,26631.2,2023-01-17,ECU Module,ORD930252,East,Pending
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,15936.7,2023-01-17,ECU Module,ORD930253,Central,Pending
Retail Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,19515.53,2023-01-17,ECU Module,ORD930254,North,Pending
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,16006.89,2023-01-17,ECU Module,ORD930255,North,Delivered
Wholesale Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,26664.67,2023-01-17,ECU Module,ORD930256,South,Cancelled
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,25258.1,2023-01-17,ECU Module,ORD930257,South,Delivered
Wholesale Client,7.25,Engine system,GCash,Completed,197.61,Automated migration,1,197.61,2023-01-17,Oil Filter,ORD930365,South,Pending
Retail Client,905.52,Suspension & traction,Maya,Completed,17902.05,Automated migration,5,3580.41,2023-01-17,Shock Absorber,ORD930447,Central,Delivered
Wholesale Client,179.14,Suspension & traction,Check,Completed,3094.61,Automated migration,1,3094.61,2023-01-17,Shock Absorber,ORD930448,North,Returned
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,6471.37,2023-01-17,Starter Motor,ORD930490,North,Returned
Wholesale Client,175.03,Drivetrain,Maya,Completed,2802.51,Automated migration,1,2802.51,2023-01-17,Wheel Bearing,ORD930532,Central,Returned
Retail Client,22.79,Engine system,Bank Transfer,Completed,306.39,Automated migration,1,306.39,2023-01-18,Air Filter,ORD930035,West,Delivered
Wholesale Client,31.91,Engine system,Bank Transfer,Completed,582.66,Automated migration,2,291.33,2023-01-18,Air Filter,ORD930036,South,Cancelled
Wholesale Client,57.62,Engine system,Check,Completed,935.0,Automated migration,4,233.75,2023-01-18,Air Filter,ORD930037,East,Delivered
Retail Client,880.54,Electrical system,Check,Completed,10467.11,Automated migration,1,10467.11,2023-01-18,Alternator,ORD930079,South,Pending
Retail Client,963.85,Electrical system,Check,Completed,10830.33,Automated migration,1,10830.33,2023-01-18,Alternator,ORD930080,Central,Delivered
Retail Client,322.87,Electrical system,GCash,Completed,7605.74,Automated migration,1,7605.74,2023-01-18,Alternator,ORD930081,Central,Delivered
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,5829.51,2023-01-18,Battery,ORD930105,Central,Delivered
Wholesale Client,0.0,Braking system,Maya,Completed,0.0,Automated migration,0,1528.44,2023-01-18,Brake Pads,ORD930155,South,Pending
Retail Client,128.97,Braking system,GCash,Completed,1524.51,Automated migration,1,1524.51,2023-01-18,Brake Pads,ORD930156,East,Delivered
Wholesale Client,0.0,Braking system,Cash,Completed,0.0,Automated migration,0,1337.19,2023-01-18,Brake Pads,ORD930157,North,Delivered
Wholesale Client,0.0,Braking system,Maya,Completed,0.0,Automated migration,0,1497.62,2023-01-18,Brake Pads,ORD930158,East,Delivered
Retail Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,14935.19,2023-01-18,ECU Module,ORD930258,West,Cancelled
Retail Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,18379.94,2023-01-18,ECU Module,ORD930259,South,Delivered
Retail Client,8.66,Engine system,Cash,Completed,140.17,Automated migration,1,140.17,2023-01-18,Oil Filter,ORD930366,East,Cancelled
Retail Client,0.0,Engine system,Bank Transfer,Completed,0.0,Automated migration,0,211.78,2023-01-18,Oil Filter,ORD930367,South,Pending
Retail Client,16.39,Engine system,Maya,Completed,242.83,Automated migration,1,242.83,2023-01-18,Oil Filter,ORD930368,North,Returned
Wholesale Client,0.0,Engine system,GCash,Completed,0.0,Automated migration,0,226.35,2023-01-18,Oil Filter,ORD930369,South,Returned
Wholesale Client,266.01,Suspension & traction,Maya,Completed,3933.5,Automated migration,1,3933.5,2023-01-18,Shock Absorber,ORD930449,West,Cancelled
Retail Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,9750.9,2023-01-18,Starter Motor,ORD930491,Central,Cancelled
Wholesale Client,0.0,Drivetrain,Cash,Completed,0.0,Automated migration,0,1847.17,2023-01-18,Wheel Bearing,ORD930533,North,Returned
Wholesale Client,118.11,Drivetrain,GCash,Completed,1978.64,Automated migration,1,1978.64,2023-01-18,Wheel Bearing,ORD930534,South,Delivered
